Name,Team,Pos,Wk,Opp,Year,Status,TeamScore,OppScore,PassYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgs,ReceivingYds,ReceivingTD,FL
K.J. Hamler,DEN,WR,2,PIT,2020,0,21,26,0,0,0,0,0,1,9,0,3,7,48,0,0
Tom Brady,TB,QB,2,CAR,2020,0,31,17,217,1,0,35,23,1,0,0,0,0,0,0,1
Teddy Bridgewater,CAR,QB,2,TB,2020,0,17,31,367,0,0,42,33,0,0,0,0,0,0,0,1
Jordan Phillips,ARI,NT,2,WAS,2020,0,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalen Richard,LV,RB,2,NO,2020,0,34,24,0,0,0,0,0,2,26,1,0,0,0,0,0
Micah Hyde,BUF,FS,2,MIA,2020,0,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0
B.J. Goodson,CLE,ILB,2,CIN,2020,0,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Sendejo,CLE,FS,2,CIN,2020,0,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Demario Davis,NO,OLB,2,LV,2020,0,24,34,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Wagner,SEA,ILB,2,NE,2020,0,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0
William Jackson III,CIN,CB,2,CLE,2020,0,30,35,0,0,1,0,0,0,0,0,0,0,0,0,0
Devin Bush,PIT,ILB,2,DEN,2020,0,26,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Foyesade Oluokun,ATL,ILB,2,DAL,2020,0,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Lorenzo Carter,NYG,OLB,2,CHI,2020,0,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Schobert,JAX,ILB,2,TEN,2020,0,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0
Devon Kennard,ARI,OLB,2,WAS,2020,O,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Zay Jones,LV,WR,2,NO,2020,0,34,24,0,0,0,0,0,0,0,0,1,1,15,1,0
Alec Ingold,LV,FB,2,NO,2020,0,34,24,0,0,0,0,0,0,0,0,2,2,5,1,0
Anthony Firkser,TEN,TE,2,JAX,2020,0,33,30,0,0,0,0,0,0,0,0,4,4,45,0,0
Derrick Henry,TEN,RB,2,JAX,2020,0,33,30,0,0,0,0,0,25,84,0,0,2,0,0,0
B.J. Hill,NYG,DE,2,CHI,2020,0,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalen Guyton,LAC,WR,2,KC,2020,0,20,23,0,0,0,0,0,0,0,0,1,2,14,1,0
Quintez Cephus,DET,WR,2,GB,2020,0,21,42,0,0,0,0,0,0,0,0,3,3,54,0,0
Van Jefferson,LAR,WR,2,PHI,2020,0,37,19,0,0,0,0,0,1,-1,0,4,5,45,0,0
Jamaal Williams,GB,RB,2,DET,2020,0,42,21,0,0,0,0,0,8,63,0,0,0,0,0,0
Akiem Hicks,CHI,DT,2,NYG,2020,0,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalen Reagor,PHI,WR,2,LAR,2020,IR,19,37,0,0,0,0,0,0,0,0,4,4,41,0,0
Avonte Maddox,PHI,CB,2,LAR,2020,O,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Poole,NYJ,CB,2,SF,2020,0,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Williams,NO,SS,2,LV,2020,Q,24,34,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Banjo,ARI,FS,2,WAS,2020,O,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander Johnson,DEN,ILB,2,PIT,2020,0,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Jones,NE,CB,2,SEA,2020,0,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Hitchens,KC,LB,2,LAC,2020,0,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Roquan Smith,CHI,ILB,2,NYG,2020,0,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Van Noy,MIA,LB,2,BUF,2020,0,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Darqueze Dennard,ATL,CB,2,DAL,2020,IR,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Badgley,LAC,K,2,KC,2020,0,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Harris Jr.,LAC,CB,2,KC,2020,IR,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0
Rasul Douglas,CAR,CB,2,TB,2020,0,17,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Wingard,JAX,FS,2,TEN,2020,0,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Kirk,ARI,WR,2,WAS,2020,P,30,15,0,0,0,0,0,1,3,0,2,4,57,0,0
James O'Shaughnessy,JAX,TE,2,TEN,2020,0,30,33,0,0,0,0,0,0,0,0,4,4,40,0,0
Chuck Clark,BAL,SS,2,HOU,2020,0,33,16,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Gallup,DAL,WR,2,ATL,2020,0,40,39,0,0,0,0,0,0,0,0,2,5,58,0,0
Miles Boykin,BAL,WR,2,HOU,2020,0,33,16,0,0,0,0,0,0,0,0,4,5,38,0,0
Daniel Jones,NYG,QB,2,CHI,2020,0,13,17,241,0,0,40,25,3,21,0,0,0,0,0,1
Michael Pittman Jr.,IND,WR,2,MIN,2020,IR,28,11,0,0,0,0,0,0,0,0,4,6,37,0,0
Gabriel Davis,BUF,WR,2,MIA,2020,0,31,28,0,0,0,0,0,1,0,0,1,1,6,1,0
Jarvis Landry,CLE,WR,2,CIN,2020,0,35,30,0,0,0,0,0,0,0,0,3,3,46,0,0
Darius Leonard,IND,OLB,2,MIN,2020,0,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Grady Jarrett,ATL,DT,2,DAL,2020,0,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Damontae Kazee,ATL,SS,2,DAL,2020,0,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Malcolm Smith,CLE,OLB,2,CIN,2020,0,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Marshon Lattimore,NO,CB,2,LV,2020,O,24,34,0,0,0,0,0,0,0,0,0,0,0,0,0
T.J. Carrie,IND,CB,2,MIN,2020,O,28,11,0,0,1,0,0,0,0,0,0,0,0,0,0
Benardrick McKinney,HOU,ILB,2,BAL,2020,0,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Peters,BAL,CB,2,HOU,2020,0,33,16,0,0,1,0,0,0,0,0,0,0,0,0,0
Allen Lazard,GB,WR,2,DET,2020,IR,42,21,0,0,0,0,0,0,0,0,3,5,45,0,0
Giovani Bernard,CIN,RB,2,CLE,2020,0,30,35,0,0,0,0,0,1,3,0,5,7,22,0,0
Corey Peters,ARI,DE,2,WAS,2020,0,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0
MIke Danna,KC,DE,2,LAC,2020,0,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Jefferson,MIN,WR,2,IND,2020,0,11,28,0,0,0,0,0,0,0,0,3,3,44,0,0
Mario Addison,BUF,OLB,2,MIA,2020,P,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0
Gus Edwards,BAL,RB,2,HOU,2020,0,33,16,0,0,0,0,0,10,73,0,0,0,0,0,0
Mecole Hardman,KC,WR,2,LAC,2020,0,23,20,0,0,0,0,0,1,3,0,2,3,30,0,0
Boston Scott,PHI,RB,2,LAR,2020,0,19,37,0,0,0,0,0,4,19,0,3,3,24,0,0
Eric Ebron,PIT,TE,2,DEN,2020,0,26,21,0,0,0,0,0,0,0,0,3,5,43,0,0
William Gholston,TB,DE,2,CAR,2020,0,31,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrian Clayborn,CLE,DE,2,CIN,2020,O,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Vernon Scott,GB,S,2,DET,2020,0,42,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakob Johnson,NE,FB,2,SEA,2020,0,30,35,0,0,0,0,0,0,0,0,1,1,1,1,0
Reggie Gilliam,BUF,TE,2,MIA,2020,0,31,28,0,0,0,0,0,0,0,0,1,1,1,1,0
Patrick Ricard,BAL,FB,2,HOU,2020,0,33,16,0,0,0,0,0,0,0,0,1,1,1,1,0
J.K. Dobbins,BAL,RB,2,HOU,2020,0,33,16,0,0,0,0,0,2,48,0,1,1,13,0,0
LeSean McCoy,TB,RB,2,CAR,2020,Q,31,17,0,0,0,0,0,1,-5,0,5,7,26,0,0
Robbie Gould,SF,K,2,NYJ,2020,0,31,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Noah Igbinoghene,MIA,CB,2,BUF,2020,0,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Fuller,CHI,CB,2,NYG,2020,0,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Trevon Diggs,DAL,CB,2,ATL,2020,P,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0
Keanu Neal,ATL,SS,2,DAL,2020,O,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Samuel Sloman,LAR,K,2,PHI,2020,0,37,19,0,0,0,0,0,0,0,0,0,0,0,0,0
Graham Gano,NYG,K,2,CHI,2020,0,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Crawford,TEN,DT,2,JAX,2020,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Okudah,DET,CB,2,GB,2020,0,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0
Eddie Jackson,CHI,SS,2,NYG,2020,0,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandler Jones,ARI,OLB,2,WAS,2020,0,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon McManus,DEN,K,2,PIT,2020,0,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Bass,BUF,K,2,MIA,2020,0,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenny Young,LAR,ILB,2,PHI,2020,0,37,19,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Niemann,KC,LB,2,LAC,2020,0,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Khari Willis,IND,SS,2,MIN,2020,0,28,11,0,0,1,0,0,0,0,0,0,0,0,0,0
Jordan Fuller,LAR,S,2,PHI,2020,O,37,19,0,0,0,0,0,0,0,0,0,0,0,0,0
Damon Arnette,LV,CB,2,NO,2020,IR,34,24,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Davis,LAC,CB,2,KC,2020,0,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Elliott,PHI,K,2,LAR,2020,0,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Ficken,NYJ,K,2,SF,2020,0,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Neville Hewitt,NYJ,ILB,2,SF,2020,0,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Jayon Brown,TEN,ILB,2,JAX,2020,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyzir White,LAC,ILB,2,KC,2020,0,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0
Kristian Fulton,TEN,CB,2,JAX,2020,0,33,30,0,0,1,0,0,0,0,0,0,0,0,0,0
Ryan Succop,TB,K,2,CAR,2020,0,31,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles Rams,LAR,DST,2,PHI,2020,0,37,19,0,0,2,0,0,0,0,0,0,0,0,0,0
David Johnson,HOU,RB,2,BAL,2020,0,16,33,0,0,0,0,0,11,34,0,2,4,16,0,0
Dallas Goedert,PHI,TE,2,LAR,2020,IR,19,37,0,0,0,0,0,0,0,0,4,8,30,0,0
Justin Watson,TB,WR,2,CAR,2020,0,31,17,0,0,0,0,0,0,0,0,2,3,48,0,0
Josh Malone,NYJ,WR,2,SF,2020,0,13,31,0,0,0,0,0,1,12,0,4,6,16,0,0
Haason Reddick,ARI,OLB,2,WAS,2020,0,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaiah McKenzie,BUF,WR,2,MIA,2020,0,31,28,0,0,0,0,0,0,0,0,2,2,47,0,0
Hunter Renfrow,LV,WR,2,NO,2020,0,34,24,0,0,0,0,0,0,0,0,3,3,37,0,0
Taco Charlton,KC,DE,2,LAC,2020,0,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Davante Adams,GB,WR,2,DET,2020,O,42,21,0,0,0,0,0,0,0,0,3,3,36,0,0
Logan Thomas,WAS,TE,2,ARI,2020,0,15,30,0,0,0,0,0,0,0,0,4,9,26,0,0
Jessie Bates III,CIN,FS,2,CLE,2020,0,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0
John Simon,NE,DE,2,SEA,2020,0,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalen Mills,PHI,SS,2,LAR,2020,0,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaiah Oliver,ATL,CB,2,DAL,2020,0,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Ojemudia,DEN,CB,2,PIT,2020,0,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0
Kareem Jackson,DEN,SS,2,PIT,2020,0,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Maye,NYJ,FS,2,SF,2020,0,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Rashaan Evans,TEN,ILB,2,JAX,2020,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamel Dean,TB,CB,2,CAR,2020,0,31,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Tee Higgins,CIN,WR,2,CLE,2020,0,30,35,0,0,0,0,0,0,0,0,3,6,35,0,0
Jordan Howard,MIA,RB,2,BUF,2020,0,28,31,0,0,0,0,0,5,4,1,0,0,0,0,0
Deonte Harris,NO,WR,2,LV,2020,0,24,34,0,0,0,0,0,1,11,0,3,5,23,0,0
Frank Gore,NYJ,RB,2,SF,2020,0,13,31,0,0,0,0,0,21,63,0,0,2,0,0,0
K'Lavon Chaisson,JAX,LB,2,TEN,2020,0,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0
Allen Robinson II,CHI,WR,2,NYG,2020,0,17,13,0,0,0,0,0,0,0,0,3,9,33,0,0
Darius Slayton,NYG,WR,2,CHI,2020,0,13,17,0,0,0,0,0,0,0,0,3,6,33,0,0
Steven Sims Jr.,WAS,WR,2,ARI,2020,O,15,30,0,0,0,0,0,0,0,0,3,5,53,0,1
Bryan Edwards,LV,WR,2,NO,2020,O,34,24,0,0,0,0,0,0,0,0,2,2,42,0,0
C.J. Board,NYG,WR,2,CHI,2020,0,13,17,0,0,0,0,0,0,0,0,3,3,32,0,0
Shilique Calhoun,NE,LB,2,SEA,2020,0,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0
Todd Gurley II,ATL,RB,2,DAL,2020,0,39,40,0,0,0,0,0,21,61,0,0,0,0,0,0
Barkevious Mingo,CHI,OLB,2,NYG,2020,0,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Thielen,MIN,WR,2,IND,2020,0,11,28,0,0,0,0,0,0,0,0,3,8,31,0,0
Shelby Harris,DEN,NT,2,PIT,2020,0,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0
Harrison Smith,MIN,SS,2,IND,2020,0,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0
Dexter Lawrence,NYG,DE,2,CHI,2020,0,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Wil Lutz,NO,K,2,LV,2020,0,24,34,0,0,0,0,0,0,0,0,0,0,0,0,0
Xavier Woods,DAL,FS,2,ATL,2020,0,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Burns,CAR,OLB,2,TB,2020,0,17,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Purcell,DEN,NT,2,PIT,2020,0,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarrad Davis,DET,ILB,2,GB,2020,0,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnathan Abram,LV,FS,2,NO,2020,P,34,24,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Boswell,PIT,K,2,DEN,2020,0,26,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Gladney,MIN,CB,2,IND,2020,0,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamarcus Joyner,LV,FS,2,NO,2020,0,34,24,0,0,0,0,0,0,0,0,0,0,0,0,0
Vernon Butler,BUF,DT,2,MIA,2020,0,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0
Tre'Davious White,BUF,CB,2,MIA,2020,0,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaleel Johnson,MIN,NT,2,IND,2020,0,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0
Desmond King II,LAC,FS,2,KC,2020,0,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0
Erik Harris,LV,SS,2,NO,2020,0,34,24,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Folk,NE,K,2,SEA,2020,0,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyquan Lewis,IND,DL,2,MIN,2020,0,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Lambo,JAX,K,2,TEN,2020,IR,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre Desir,NYJ,CB,2,SF,2020,0,13,31,0,0,1,0,0,0,0,0,0,0,0,0,0
Donte Jackson,CAR,CB,2,TB,2020,0,17,31,0,0,1,0,0,0,0,0,0,0,0,0,0
Jimmy Moreland,WAS,CB,2,ARI,2020,0,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0
C.J. Henderson,JAX,CB,2,TEN,2020,0,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0
New England Patriots,NE,DST,2,SEA,2020,0,30,35,0,0,1,0,0,0,0,0,0,0,0,0,0
Tevin Coleman,SF,RB,2,NYJ,2020,IR,31,13,0,0,0,0,0,14,12,0,2,2,28,0,0
Brandon Graham,PHI,DE,2,LAR,2020,0,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles Omenihu,HOU,DE,2,BAL,2020,0,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0
Curtis Samuel,CAR,WR,2,TB,2020,0,17,31,0,0,0,0,0,4,26,0,2,2,13,0,0
KhaDarel Hodge,CLE,WR,2,CIN,2020,0,35,30,0,0,0,0,0,0,0,0,2,2,39,0,0
A.J. Green,CIN,WR,2,CLE,2020,0,30,35,0,0,0,0,0,0,0,0,3,13,29,0,0
T.Y. Hilton,IND,WR,2,MIN,2020,0,28,11,0,0,0,0,0,0,0,0,3,5,28,0,0
Demarcus Robinson,KC,WR,2,LAC,2020,0,23,20,0,0,0,0,0,0,0,0,3,4,28,0,0
Carlos Hyde,SEA,RB,2,NE,2020,O,35,30,0,0,0,0,0,5,22,0,2,2,15,0,0
Cameron Batson,TEN,WR,2,JAX,2020,0,33,30,0,0,0,0,0,1,11,0,2,2,26,0,0
Chase Winovich,NE,DE,2,SEA,2020,0,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0
Preston Williams,MIA,WR,2,BUF,2020,0,28,31,0,0,0,0,0,0,0,0,1,5,26,0,0
Jaylon Johnson,CHI,CB,2,NYG,2020,0,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Bynes,CIN,ILB,2,CLE,2020,0,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryce Callahan,DEN,CB,2,PIT,2020,0,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Jackson,CLE,DE,2,CIN,2020,0,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Gerry,PHI,OLB,2,LAR,2020,0,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0
A.J. Terrell,ATL,CB,2,DAL,2020,0,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Karl Joseph,CLE,SS,2,CIN,2020,0,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Jones,DET,OLB,2,GB,2020,P,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0
Buster Skrine,CHI,CB,2,NYG,2020,0,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Denzel Ward,CLE,CB,2,CIN,2020,P,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0
D.J. Reader,CIN,NT,2,CLE,2020,0,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0
Davon Godchaux,MIA,NT,2,BUF,2020,0,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Darius Slay,PHI,CB,2,LAR,2020,0,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimmie Ward,SF,FS,2,NYJ,2020,0,31,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalyn Holmes,MIN,DE,2,IND,2020,0,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0
Tershawn Wharton,KC,DT,2,LAC,2020,0,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Derrick Nnadi,KC,DT,2,LAC,2020,0,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Sterling Shepard,NYG,WR,2,CHI,2020,IR,13,17,0,0,0,0,0,1,6,0,2,4,29,0,0
Blake Bell,DAL,TE,2,ATL,2020,0,40,39,0,0,0,0,0,0,0,0,2,3,34,0,0
J.D. McKissic,WAS,RB,2,ARI,2020,0,15,30,0,0,0,0,0,8,53,0,0,0,0,0,0
Latavius Murray,NO,RB,2,LV,2020,0,24,34,0,0,0,0,0,3,14,0,2,2,19,0,0
Cordarrelle Patterson,CHI,WR,2,NYG,2020,0,17,13,0,0,0,0,0,7,25,0,2,2,8,0,0
Josh Reynolds,LAR,WR,2,PHI,2020,0,37,19,0,0,0,0,0,0,0,0,2,2,33,0,0
Preston Smith,GB,OLB,2,DET,2020,0,42,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Van Ginkel,MIA,OLB,2,BUF,2020,0,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0
James Washington,PIT,WR,2,DEN,2020,0,26,21,0,0,0,0,0,0,0,0,3,5,22,0,0
Dalvin Tomlinson,NYG,NT,2,CHI,2020,0,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Janoris Jenkins,NO,CB,2,LV,2020,O,24,34,0,0,0,0,0,0,0,0,0,0,0,0,0
Cody Parkey,CLE,K,2,CIN,2020,0,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Porter Gustin,CLE,DE,2,CIN,2020,0,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Vonn Bell,CIN,SS,2,CLE,2020,0,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0
John Cominsky,ATL,DE,2,DAL,2020,0,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Deon Bush,CHI,FS,2,NYG,2020,0,17,13,0,0,1,0,0,0,0,0,0,0,0,0,0
Cairo Santos,CHI,K,2,NYG,2020,0,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Darious Williams,LAR,CB,2,PHI,2020,0,37,19,0,0,1,0,0,0,0,0,0,0,0,0,0
Kyle Dugger,NE,S,2,SEA,2020,0,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Haden,PIT,CB,2,DEN,2020,0,26,21,0,0,1,0,0,0,0,0,0,0,0,0,0
Kwon Alexander,SF,OLB,2,NYJ,2020,0,31,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrann Mathieu,KC,SS,2,LAC,2020,0,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Minkah Fitzpatrick,PIT,FS,2,DEN,2020,0,26,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Myers,SEA,K,2,NE,2020,0,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Copeland,NE,OLB,2,SEA,2020,0,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Sorensen,KC,FS,2,LAC,2020,0,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Murray,HOU,FS,2,BAL,2020,0,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0
Joey Slye,CAR,K,2,TB,2020,0,17,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Tahir Whitehead,CAR,OLB,2,TB,2020,0,17,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee Titans,TEN,DST,2,JAX,2020,0,33,30,0,0,2,0,0,0,0,0,0,0,0,0,0
San Francisco 49ers,SF,DST,2,NYJ,2020,0,31,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Denver Broncos,DEN,DST,2,PIT,2020,0,21,26,0,0,1,0,0,0,0,0,0,0,0,0,0
Kansas City Chiefs,KC,DST,2,LAC,2020,0,23,20,0,0,1,0,0,0,0,0,0,0,0,0,0
Matt Breida,MIA,RB,2,BUF,2020,0,28,31,0,0,0,0,0,7,37,0,1,2,2,0,1
Willie Snead IV,BAL,WR,2,HOU,2020,0,33,16,0,0,0,0,0,0,0,0,2,2,29,0,0
Noah Brown,DAL,WR,2,ATL,2020,0,40,39,0,0,0,0,0,0,0,0,2,2,28,0,0
Malcolm Brown,LAR,RB,2,PHI,2020,0,37,19,0,0,0,0,0,11,47,0,0,0,0,0,0
Dan Arnold,ARI,TE,2,WAS,2020,0,30,15,0,0,0,0,0,0,0,0,2,4,26,0,0
Jourdan Lewis,DAL,CB,2,ATL,2020,0,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0
Jurrell Casey,DEN,DE,2,PIT,2020,IR,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0
Will Harris,DET,SS,2,GB,2020,0,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0
Fletcher Cox,PHI,DT,2,LAR,2020,0,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0
Mykal Walker,ATL,LB,2,DAL,2020,0,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Tracy Walker,DET,FS,2,GB,2020,0,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0
Jahlani Tavai,DET,ILB,2,GB,2020,0,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0
Duron Harmon,DET,SS,2,GB,2020,0,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Jones,KC,NT,2,LAC,2020,Q,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Sione Takitaki,CLE,ILB,2,CIN,2020,0,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Romeo Okwara,DET,DE,2,GB,2020,0,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrance Mitchell,CLE,CB,2,CIN,2020,0,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0
A.J. Klein,BUF,OLB,2,MIA,2020,0,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Harris,MIN,FS,2,IND,2020,0,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrian Phillips,NE,SS,2,SEA,2020,0,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanoh Kpassagnon,KC,DE,2,LAC,2020,0,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaquiski Tartt,SF,SS,2,NYJ,2020,0,31,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradley McDougald,NYJ,SS,2,SF,2020,0,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0
